Time,X,Y,Z
1184402.798,-0.25,-0.319,9.664
1184402.817,-0.147,-0.297,9.862
1184402.837,-0.214,-0.345,9.738
1184402.855,-0.23,-0.349,10.046
1184402.874,-0.297,-0.329,9.869
1184402.893,-0.303,-0.272,10.052
1184402.911,-0.385,-0.238,9.766
1184402.931,-0.245,-0.248,9.971
1184402.95,-0.208,-0.276,9.826
1184402.968,-0.21,-0.29,10.036
1184402.987,-0.152,-0.314,9.799
1184403.006,-0.182,-0.301,9.918
1184403.025,-0.143,-0.3,9.646
1184403.044,-0.122,-0.271,9.759
1184403.063,-0.098,-0.273,9.657
1184403.082,-0.182,-0.197,9.858
1184403.101,-0.27,-0.181,9.701
1184403.12,-0.334,-0.114,9.926
1184403.139,-0.275,-0.142,9.878
1184403.158,-0.218,-0.09,10.006
1184403.177,-0.274,-0.094,9.783
1184403.196,-0.293,-0.028,9.817
1184403.215,-0.273,-0.032,9.671
1184403.234,-0.234,0.047,9.848
1184403.253,-0.197,0.072,9.852
1184403.272,-0.222,0.112,9.918
1184403.29,-0.288,0.118,9.777
1184403.31,-0.335,0.196,9.93
1184403.329,-0.31,0.222,9.722
1184403.347,-0.261,0.282,9.956
1184403.367,-0.322,0.324,9.829
1184403.385,-0.405,0.424,9.804
1184403.404,-0.42,0.443,9.737
1184403.423,-0.362,0.44,9.845
1184403.442,-0.274,0.369,9.755
1184403.461,-0.183,0.414,9.796
1184403.48,-0.243,0.553,9.809
1184403.499,-0.227,0.606,9.809
1184403.518,-0.295,0.648,9.755
1184403.537,-0.426,0.766,9.784
1184403.556,-0.478,0.772,9.911
1184403.575,-0.506,0.797,9.881
1184403.594,-0.53,0.819,9.911
1184403.613,-0.602,0.785,9.817
1184403.632,-0.678,0.801,9.919
1184403.651,-0.659,0.886,9.898
1184403.67,-0.539,0.935,9.973
1184403.689,-0.525,0.933,9.856
1184403.708,-0.508,0.915,9.853
1184403.726,-0.496,0.922,9.833
1184403.745,-0.361,0.912,9.718
1184403.764,-0.227,0.868,9.736
1184403.783,-0.298,0.888,9.726
1184403.802,-0.454,0.955,9.927
1184403.821,-0.373,0.867,9.841
1184403.84,-0.385,0.806,9.762
1184403.859,-0.334,0.793,9.754
1184403.878,-0.309,0.766,9.901
1184403.897,-0.374,0.692,9.93
1184403.916,-0.415,0.69,9.822
1184403.935,-0.486,0.711,9.858
1184403.954,-0.466,0.708,9.886
1184403.973,-0.475,0.656,9.799
1184403.992,-0.475,0.698,9.656
1184404.011,-0.459,0.722,9.548
1184404.03,-0.443,0.703,9.638
1184404.049,-0.346,0.738,9.7
1184404.068,-0.378,0.797,9.667
1184404.087,-0.464,0.797,9.681
1184404.105,-0.565,0.827,9.603
1184404.124,-0.648,0.826,9.5
1184404.143,-0.706,0.921,9.686
1184404.162,-0.661,0.978,9.571
1184404.181,-0.594,0.991,9.647
1184404.2,-0.465,0.936,9.597
1184404.219,-0.483,0.901,9.697
1184404.238,-0.638,0.946,9.801
1184404.257,-0.651,0.938,9.906
1184404.276,-0.623,0.846,9.743
1184404.295,-0.697,0.775,9.67
1184404.314,-0.672,0.627,9.987
1184404.333,-0.555,0.559,9.975
1184404.352,-0.591,0.513,10.112
1184404.371,-0.951,0.521,9.863
1184404.39,-1.102,0.455,10.003
1184404.409,-1.101,0.429,9.92
1184404.428,-0.978,0.449,9.85
1184404.446,-1.081,0.531,9.658
1184404.466,-1.122,0.686,9.871
1184404.484,-1.346,0.71,9.723
1184404.503,-1.269,0.746,9.658
1184404.522,-1.309,0.741,9.521
1184404.541,-1.316,0.86,9.536
1184404.56,-1.341,0.881,9.854
1184404.579,-1.41,0.794,9.838
1184404.598,-1.486,0.739,9.938
1184404.617,-1.503,0.564,9.9
1184404.636,-1.329,0.473,10.024
1184404.655,-1.288,0.336,10.02
1184404.674,-1.286,0.296,10.168
1184404.693,-1.29,0.125,10.048
1184404.712,-1.193,0.112,10.209
1184404.731,-1.013,0.048,9.99
1184404.75,-0.819,0.028,9.929
1184404.769,-0.88,0.182,9.781
1184404.788,-1.078,0.23,9.801
1184404.807,-1.09,0.265,9.761
1184404.826,-1.17,0.184,9.564
1184404.844,-1.182,0.271,9.566
1184404.863,-1.346,0.217,9.574
1184404.882,-1.392,0.327,9.588
1184404.901,-1.473,0.306,9.47
1184404.92,-1.339,0.253,9.598
1184404.939,-1.315,0.107,9.768
1184404.958,-1.169,-0.027,9.799
1184404.977,-1.151,-0.084,10.049
1184404.996,-1.255,-0.137,10.003
1184405.015,-1.304,-0.206,10.325
1184405.034,-1.406,-0.229,10.247
1184405.053,-1.396,-0.283,10.179
1184405.072,-1.043,-0.252,10.073
1184405.091,-0.77,-0.076,9.801
1184405.11,-0.658,0.041,9.72
1184405.129,-0.557,0.203,9.573
1184405.148,-0.489,0.261,9.513
1184405.167,-0.439,0.278,9.6
1184405.185,-0.304,0.286,9.461
1184405.205,-0.32,0.23,9.668
1184405.224,-0.596,0.228,9.834
1184405.243,-0.781,0.211,10.041
1184405.263,-0.913,0.105,10.11
1184405.281,-1.306,0.13,10.006
1184405.299,-1.671,0.064,9.814
1184405.318,-1.845,-0.004,9.906
1184405.337,-1.732,-0.12,9.405
1184405.356,-1.546,-0.281,9.378
1184405.375,-1.377,-0.279,9.213
1184405.394,-1.266,-0.234,9.338
1184405.413,-1.267,-0.232,9.755
1184405.432,-1.562,-0.159,9.723
1184405.451,-1.877,-0.049,10.023
1184405.47,-2.043,-0.063,10.078
1184405.489,-2.088,0.004,10.09
1184405.508,-2.291,0.118,9.982
1184405.527,-2.232,0.118,9.884
1184405.546,-1.976,0.143,9.781
1184405.565,-1.756,0.285,9.698
1184405.584,-1.616,0.285,9.698
1184405.603,-1.437,0.412,9.71
1184405.622,-1.396,0.531,9.708
1184405.641,-1.359,0.618,9.675
1184405.659,-1.218,0.7,9.795
1184405.678,-1.187,0.761,9.658
1184405.697,-1.097,0.717,9.732
1184405.716,-1.098,0.742,9.872
1184405.735,-1.262,0.98,9.858
1184405.754,-1.223,1.096,9.875
1184405.773,-1.03,0.893,9.965
1184405.792,-0.454,0.594,9.766
1184405.811,-0.275,0.633,9.713
1184405.83,-0.561,0.688,9.81
1184405.849,-0.792,0.636,9.944
1184405.867,-0.996,0.709,10.204
1184405.887,-1.231,0.928,10.066
1184405.906,-1.402,0.995,10.011
1184405.925,-1.348,0.973,9.906
1184405.944,-1.148,1.028,9.35
1184405.963,-0.943,1.021,9.47
1184405.982,-0.821,0.931,9.723
1184406.001,-0.687,0.855,9.795
1184406.02,-0.59,0.769,10.033
1184406.038,-0.701,0.81,10.005
1184406.057,-0.941,0.675,10.077
1184406.076,-1.091,0.54,9.907
1184406.095,-1.135,0.517,9.811
1184406.114,-1.212,0.608,9.839
1184406.133,-1.343,0.807,10.038
1184406.152,-1.627,0.777,9.925
1184406.171,-1.767,1.025,9.838
1184406.19,-1.653,0.917,10.01
1184406.209,-1.327,0.971,9.771
1184406.228,-1.201,1.017,9.937
1184406.247,-0.955,0.992,9.846
1184406.266,-1.007,1.029,9.616
1184406.287,-1.179,1.144,9.781
1184406.305,-1.236,1.131,9.423
1184406.325,-1.195,1.153,9.707
1184406.344,-1.169,1.099,10.154
1184406.363,-1.262,0.997,10.41
1184406.382,-1.531,1.04,10.7
1184406.401,-1.757,1.04,10.733
1184406.42,-1.772,1.21,10.176
1184406.439,-1.625,1.125,9.875
1184406.458,-0.947,1.105,9.199
1184406.476,-0.56,1.467,9.486
1184406.495,-0.273,1.569,9.87
1184406.514,-0.048,1.405,9.708
1184406.532,-0.033,1.264,9.775
1184406.552,-0.115,1.183,9.844
1184406.571,0.104,1.204,9.172
1184406.59,-0.098,1.436,9.207
1184406.607,-0.06,1.687,9.315
1184406.628,0.208,1.856,9.108
1184406.647,0.388,1.869,9.365
1184406.664,0.472,1.845,8.958
1184406.685,0.484,1.459,9.515
1184406.704,0.533,1.148,8.721
1184406.723,0.509,0.789,8.497
1184406.74,0.254,0.686,9.055
1184406.761,-0.184,1.01,9.297
1184406.78,-0.837,1.138,9.882
1184406.798,-1.633,1.161,10.661
1184406.818,-2.256,0.843,10.81
1184406.837,-2.382,0.442,10.996
1184406.855,-2.46,0.107,10.954
1184406.874,-2.21,-0.016,10.879
1184406.893,-1.64,0.066,10.801
1184406.912,-1.491,0.233,10.911
1184406.932,-1.532,0.42,10.34
1184406.948,-1.294,0.331,9.57
1184406.969,-0.756,0.133,9.231
1184406.988,-0.045,-0.173,9.877
1184407.007,0.629,-0.253,9.602
1184407.026,0.677,-0.126,9.635
1184407.045,0.402,-0.137,10.328
1184407.064,0.625,0.004,10.675
1184407.083,0.601,-0.002,10.31
1184407.102,0.311,0.166,10.345
1184407.121,0.525,0.185,10.217
1184407.14,0.772,0.102,9.45
1184407.159,0.856,0.075,9.418
1184407.178,0.927,0.152,9.451
1184407.197,0.941,0.179,9.852
1184407.215,0.857,0.246,8.705
1184407.234,0.796,0.149,8.497
1184407.253,0.935,0.162,8.372
1184407.271,1.337,0.235,9.109
1184407.291,1.814,0.145,9.694
1184407.308,1.778,-0.047,9.323
1184407.329,1.17,-0.005,9.62
1184407.346,0.342,-0.147,9.753
1184407.367,-0.49,-0.046,11.662
1184407.386,0.001,-0.681,10.983
1184407.402,-0.568,-1.183,9.169
1184407.424,-1.572,-0.725,7.905
1184407.443,-2.049,-0.338,8.006
1184407.462,-0.749,-0.878,8.372
1184407.479,0.659,-0.823,9.826
1184407.5,0.689,-0.722,9.488
1184407.519,-0.616,-0.587,11.254
1184407.537,-2.111,-0.343,12.289
1184407.557,-3.658,0.112,11.869
1184407.576,-4.021,0.166,11.374
1184407.594,-3.326,0.121,11.032
1184407.613,-1.176,-0.344,10.384
1184407.632,0.469,-0.108,8.666
1184407.651,0.847,0.355,9.768
1184407.671,0.943,0.655,8.999
1184407.689,1,0.609,9.667
1184407.708,1.225,0.655,10.267
1184407.727,1.698,0.778,10.003
1184407.747,1.699,0.842,10.003
1184407.765,1.544,1.168,9.98
1184407.784,1.264,1.36,9.586
1184407.803,1.04,1.293,9.224
1184407.822,1.036,1.295,9.296
1184407.841,0.978,1.323,9.071
1184407.86,0.953,1.269,9.224
1184407.879,0.88,1.287,9.144
1184407.898,0.714,1.268,8.955
1184407.917,0.357,1.296,9.058
1184407.936,0.25,1.285,8.973
1184407.955,0.169,1.23,9.04
1184407.973,0.208,1.277,9.245
1184407.992,0.059,1.299,9.249
1184408.011,-0.109,1.39,10.011
1184408.03,-0.489,1.488,9.937
1184408.049,-0.823,1.375,10.285
1184408.068,-1.279,1.373,10.527
1184408.086,-1.598,1.119,10.517
1184408.106,-1.554,1.044,10.578
1184408.125,-1.705,1.076,10.396
1184408.142,-1.647,1.293,10.676
1184408.163,-1.754,1.442,10.31
1184408.182,-1.617,1.22,11.309
1184408.201,-1.413,1.089,10.821
1184408.217,-0.702,1.074,11.065
1184408.237,-0.585,1.04,11.33
1184408.258,-0.873,1.05,10.806
1184408.275,-0.707,0.831,10.925
1184408.296,-0.125,0.801,10.143
1184408.312,0.326,0.566,9.382
1184408.334,0.993,0.59,9.626
1184408.351,1.145,0.627,9.076
1184408.371,1.304,0.743,9.401
1184408.39,1.14,1.022,9.576
1184408.409,0.919,1.384,9.338
1184408.428,0.708,1.61,9.699
1184408.447,0.397,1.569,9.01
1184408.466,0.217,1.442,8.739
1184408.486,-0.014,1.466,8.306
1184408.504,-0.294,1.363,8.341
1184408.523,-0.131,1.234,8.846
1184408.543,-0.383,1.269,9.121
1184408.561,-0.803,1.136,9.105
1184408.58,-0.989,0.943,9.07
1184408.599,-0.871,0.894,8.645
1184408.618,-0.551,0.876,8.879
1184408.637,-0.368,0.849,8.779
1184408.656,-0.507,1.061,9.32
1184408.675,-0.536,0.959,9.595
1184408.694,-0.593,0.911,9.583
1184408.713,-1.054,0.966,10.386
1184408.731,-2.147,0.608,10.146
1184408.75,-2.247,0.82,10.971
1184408.769,-1.882,-0.088,11.098
1184408.788,-0.438,-0.078,12.39
1184408.807,-1.26,0.387,14.609
1184408.826,-1.781,0.359,13.637
1184408.845,-2.186,0.218,13.124
1184408.864,-2.966,0.771,11.724
1184408.881,-2.479,0.781,10.94
1184408.902,-1.672,0.368,8.989
1184408.921,0.369,0.199,8.019
1184408.94,2.901,0.186,7.135
1184408.957,3.323,0.529,7.764
1184408.978,2.357,0.371,8.335
1184408.997,2.242,0.202,8.715
1184409.014,0.919,0.251,8.561
1184409.035,-2.182,0.091,9.03
1184409.054,-2.663,0.694,7.943
1184409.073,-3.801,1.05,9.553
1184409.09,-4.357,0.918,8.544
1184409.11,-2.881,0.754,8.349
1184409.129,-1.958,0.922,8.56
1184409.148,-1.993,0.718,8.278
1184409.167,-1.823,0.7,7.352
1184409.186,-2.655,0.692,7.839
1184409.205,-0.439,0.144,8.25
1184409.224,1.12,-0.192,9.566
1184409.243,1.438,-0.308,9.975
1184409.262,0.431,0.05,11.728
1184409.282,-1.852,0.018,12.524
1184409.3,-3.224,0.508,12.707
1184409.316,-3.758,1.221,11.797
1184409.338,-2.85,0.877,12.344
1184409.357,-1.603,0.721,12.233
1184409.376,0.139,0.446,11.098
1184409.395,0.241,0.259,10.505
1184409.414,-0.343,0.728,10.79
1184409.433,-0.061,0.56,9.658
1184409.451,-0.475,0.248,9.292
1184409.47,-0.614,-0.052,9.397
1184409.489,-0.739,0.111,9.947
1184409.506,-0.41,0.021,8.936
1184409.525,-0.716,-0.725,8.278
1184409.544,-2.101,-0.963,8.681
1184409.563,-2.407,-1.016,9.515
1184409.582,-1.59,-1.256,8.861
1184409.601,-1.937,-1.195,8.329
1184409.621,-2.616,-0.741,9.053
1184409.641,-2.243,-0.605,8.784
1184409.66,-1.409,-0.678,9.125
1184409.679,-1.775,-0.891,9.092
1184409.696,-1.967,-0.276,9.537
1184409.717,-1.955,-0.157,9.397
1184409.736,-1.743,-0.017,9.234
1184409.752,-1.267,0.143,8.811
1184409.774,-0.437,0.184,8.677
1184409.793,0.298,0.188,8.721
1184409.812,0.755,0.438,9.036
1184409.829,0.878,0.876,10.083
1184409.849,0.953,1.088,10.722
1184409.868,0.578,1.129,11.2
1184409.886,-0.421,1.473,10.955
1184409.906,-0.783,1.301,10.722
1184409.925,-0.866,1.425,10.424
1184409.944,-0.92,1.253,10.425
1184409.963,-0.478,1.07,10.538
1184409.982,0.298,1.047,10.225
1184410.001,0.637,1.002,10.164
1184410.02,0.176,0.893,10.294
1184410.039,-0.554,0.924,10.341
1184410.058,-0.831,0.843,10.003
1184410.077,-1.122,0.919,9.813
1184410.097,-0.969,0.733,9.786
1184410.115,-0.944,0.595,10.272
1184410.134,-1.321,0.82,10.225
1184410.153,-1.816,0.83,10.703
1184410.172,-2.158,1.082,10.794
1184410.191,-2.295,1.014,11.011
1184410.209,-2.527,0.991,10.104
1184410.228,-2.717,1.086,9.622
1184410.245,-2.487,0.942,9.522
1184410.264,-1.662,0.966,9.21
1184410.283,-1.145,1.067,8.876
1184410.302,-0.411,1.062,8.519
1184410.32,0.432,0.929,9.257
1184410.34,1.091,0.767,9.137
1184410.359,1.807,0.705,9.461
1184410.378,1.886,0.435,9.604
1184410.397,1.368,0.765,10.455
1184410.416,0.46,0.938,10.486
1184410.435,0.18,0.978,10.96
1184410.454,-0.239,1.108,10.69
1184410.472,-0.316,1.273,10.29
1184410.492,-0.582,1.477,9.687
1184410.51,-0.585,1.465,9.33
1184410.529,0.378,1.205,8.683
1184410.548,1.331,1.184,8.876
1184410.567,1.663,1.242,9.577
1184410.586,1.381,1.183,9.378
1184410.605,0.501,1.179,9.927
1184410.624,-0.822,1.318,9.841
1184410.643,-1.413,1.363,10.166
1184410.662,-1.391,1.355,9.341
1184410.681,-1.547,1.391,9.511
1184410.701,-0.974,1.433,9.285
1184410.719,-0.104,1.288,8.525
1184410.738,-0.09,1.366,8.989
1184410.757,-0.246,1.492,9.773
1184410.776,-0.142,1.257,10.339
1184410.795,-0.103,1.199,11.084
1184410.814,-0.777,1.233,11.245
1184410.832,-1.372,1.172,10.635
1184410.851,-1.944,1.378,10.453
1184410.87,-1.939,1.22,11.247
1184410.889,-1.092,1.186,10.812
1184410.908,-0.563,1.242,11.005
1184410.927,-0.655,1.659,10.96
1184410.946,-0.787,1.689,10.723
1184410.965,-0.314,1.463,10.022
1184410.984,0.448,1.214,9.364
1184411.003,0.931,1.159,8.823
1184411.022,0.954,1.33,8.755
1184411.041,0.974,1.374,8.595
1184411.06,0.958,1.251,8.901
1184411.079,1.006,1.04,8.964
1184411.098,1.201,0.705,9.238
1184411.117,1.066,0.568,9.187
1184411.136,0.383,0.407,8.878
1184411.155,-0.47,0.361,9.177
1184411.174,-0.945,0.286,9.469
1184411.193,-1.063,0.024,9.708
1184411.212,-1.327,-0.138,9.719
1184411.23,-1.634,-0.272,9.95
1184411.249,-1.846,-0.301,9.639
1184411.268,-1.933,-0.306,10.611
1184411.287,-2.084,-0.246,10.255
1184411.306,-2.202,-0.224,10.005
1184411.325,-1.572,-0.099,10.289
1184411.344,-0.67,0.218,10.53
1184411.363,-0.146,0.166,9.837
1184411.382,-0.253,0.321,9.364
1184411.401,-0.238,0.352,9.601
1184411.42,0.243,0.441,9.291
1184411.439,1.009,0.075,9.174
1184411.458,1.505,-0.15,9.643
1184411.477,1.778,-0.107,10.045
1184411.496,1.845,-0.393,10.174
1184411.515,1.553,-0.747,10.618
1184411.534,0.433,-0.747,9.271
1184411.553,0.016,-1.049,9.289
1184411.572,-0.527,-1.409,9.029
1184411.591,-0.081,-1.667,9.129
1184411.609,0.253,-1.496,9.86
1184411.628,0.163,-1.259,9.919
1184411.647,-0.192,-0.884,10.821
1184411.666,-0.828,-0.64,11.337
1184411.685,-1.424,-0.539,11.147
1184411.704,-2.195,-0.454,10.441
1184411.723,-2.828,-0.329,9.96
1184411.742,-2.852,-0.527,9.673
1184411.761,-2.224,-1.048,10.083
1184411.78,-1.599,-0.91,9.574
1184411.799,-1.404,-1.022,9.481
1184411.818,-1.443,-0.848,10.176
1184411.839,-1.272,-0.762,9.853
1184411.859,-1.121,-0.398,9.756
1184411.878,-0.501,-0.393,9.563
1184411.894,0.312,-0.279,10.784
1184411.912,-0.374,0.158,10.238
1184411.934,-1.243,0.447,9.868
1184411.951,-1.425,0.728,10.09
1184411.969,-0.885,0.886,9.574
1184411.988,0.168,0.587,8.291
1184412.007,1.282,0.778,8.64
1184412.026,2.435,1.028,9.679
1184412.045,3.031,0.917,9.628
1184412.064,3.368,0.19,10.386
1184412.083,2.033,-0.326,11.251
1184412.102,0.61,-0.786,11.282
1184412.121,-0.976,-1.064,11.184
1184412.14,-2.082,-0.735,11.254
1184412.159,-2.637,-0.406,10.345
1184412.178,-2.391,-0.583,9.967
1184412.197,-1.425,-0.746,9.639
1184412.216,-0.079,-0.766,9.997
1184412.236,-0.329,-0.793,8.809
1184412.254,-0.447,-0.643,9.985
1184412.273,-0.331,-0.458,9.893
1184412.292,-0.392,-0.417,9.591
1184412.311,-0.987,-0.22,9.61
1184412.329,-1.274,-0.111,8.614
1184412.349,-1.037,-0.293,7.854
1184412.368,-0.681,-0.246,7.228
1184412.387,-0.021,-0.74,7.543
1184412.405,0.78,-0.72,8.036
1184412.424,1.573,-0.934,8.43
1184412.443,1.686,-0.833,9.412
1184412.462,0.863,-0.87,10.688
1184412.481,-0.109,-0.953,11.099
1184412.5,-1.561,-1.402,10.856
1184412.519,-2.219,-1.615,10.386
1184412.538,-2,-0.899,10.126
1184412.557,-1.559,-0.681,10.311
1184412.576,-0.397,-0.87,10.425
1184412.595,0.31,-0.399,10.108
1184412.615,0.713,0.118,11.005
1184412.635,0.85,0.52,11.24
1184412.652,0.921,0.693,11.319
1184412.671,0.805,0.83,10.139
1184412.69,0.897,0.856,9.73
1184412.709,1.229,0.726,8.153
1184412.73,1.42,0.339,7.847
1184412.749,1.124,0.023,7.293
1184412.766,1.241,-0.418,6.026
1184412.784,0.848,-0.5,8.936
1184412.806,1.069,-0.337,10.506
1184412.824,0.384,-0.85,8.048
1184412.841,-0.842,-0.869,11.572
1184412.86,-2.375,-0.447,12.622
1184412.879,-2.971,-0.758,12.284
1184412.898,-3.704,-1.523,10.867
1184412.917,-4.261,-1.511,11.001
1184412.939,-2.491,-1.221,11.673
1184412.955,-1.409,-1.229,10.277
1184412.975,-0.604,-1.103,9.809
1184412.995,0.299,-0.019,10.499
1184413.012,1.321,0.309,10.331
1184413.031,1.638,0.795,11.083
1184413.051,1.667,0.631,10.047
1184413.071,1.48,0.485,9.856
1184413.09,0.743,0.721,8.581
1184413.109,0.434,0.558,8.793
1184413.128,0.372,0.477,8.977
1184413.147,0.627,0.215,9.774
1184413.166,0.667,0.129,9.151
1184413.182,0.281,0.012,10.136
1184413.205,-0.533,-0.084,8.622
1184413.222,-1.184,-0.297,6.673
1184413.24,-1.994,-0.63,6.654
1184413.258,-0.931,-0.807,8.8
1184413.279,0.872,-0.685,10.528
1184413.297,1.369,-0.666,8.54
1184413.316,0.845,-0.993,13.771
1184413.333,-0.866,-0.503,15.035
1184413.353,-2.45,-0.772,14.995
1184413.372,-3.664,-1.069,12.122
1184413.391,-4.494,1.069,11.795
1184413.41,-2.579,1.19,9.372
1184413.429,0.595,1.081,6.271
1184413.448,3.647,0.403,6.78
1184413.467,6.104,1.746,5.66
1184413.485,6.237,2.064,8.745
1184413.504,4.888,1.081,9.289
1184413.523,3.169,0.209,10.535
1184413.542,1.03,-0.391,9.917
1184413.561,-0.62,-0.617,9.291
1184413.58,-1.488,-0.064,9.193
1184413.599,-1.745,0.68,9.433
1184413.618,-2.408,1.01,9.382
1184413.637,-2.116,0.861,9.408
1184413.656,-1.302,0.904,9.637
1184413.677,-0.281,0.595,9.881
1184413.696,0.412,0.355,10.206
1184413.713,0.427,0.051,10.167
1184413.732,-0.1,0.341,10.444
1184413.751,-0.624,0.716,10.329
1184413.772,-0.973,0.818,10.478
1184413.79,-1.005,0.893,9.766
1184413.808,-0.325,0.952,9.573
1184413.827,0.457,1.206,9.902
1184413.846,1.139,1.472,10.218
1184413.865,1.224,1.473,10.221
1184413.886,0.912,1.332,9.535
1184413.904,0.046,1.392,9.561
1184413.924,-0.743,1.279,9.772
1184413.943,-0.647,0.818,9.976
1184413.959,-0.293,0.721,10.338
1184413.981,-0.386,0.699,10.489
1184413.998,-0.892,0.727,10.746
1184414.019,-1.499,1.078,10.747
1184414.035,-1.415,1.111,10.833
1184414.056,-0.682,0.997,10.49
1184414.075,0.458,0.986,10.087
1184414.094,1.293,0.849,8.95
1184414.111,1.133,1.305,8.966
1184414.13,1.054,1.516,8.817
1184414.151,1.116,1.567,8.474
1184414.17,1.492,1.824,9.405
1184414.189,2.147,1.786,9.065
1184414.208,2.563,1.769,9.239
1184414.227,1.847,1.641,8.742
1184414.246,0.905,1.711,9.091
1184414.263,0.318,1.699,9.195
1184414.281,0.072,1.696,9.943
1184414.302,-0.243,1.655,10.893
1184414.319,-0.591,1.416,10.606
1184414.338,-1.214,0.956,10.023
1184414.359,-1.714,0.769,9.677
1184414.376,-1.342,0.983,9.884
1184414.395,-0.835,1.09,10.587
1184414.416,-0.364,0.924,9.905
1184414.434,-0.542,1.007,10.828
1184414.452,-0.88,1.088,11.526
1184414.471,-0.749,1.139,12.57
1184414.492,-0.651,1.308,12.816
1184414.509,-0.882,1.906,11.046
1184414.528,-1.224,2.046,9.851
1184414.547,-0.75,1.915,7.647
1184414.566,0.116,1.415,6.081
1184414.584,1.199,0.943,5.322
1184414.603,2.295,0.265,7.393
1184414.622,3.131,0.211,8.445
1184414.641,3.264,0.454,8.456
1184414.66,2.641,0.848,10.248
1184414.679,0.705,0.221,10.158
1184414.698,-2.066,0.624,10.587
1184414.717,-4.062,1.244,11.221
1184414.736,-4.77,1.161,11.611
1184414.757,-4.259,0.894,10.869
1184414.776,-3.857,1.544,9.261
1184414.795,-2.493,0.29,9.268
1184414.814,-1.342,0.983,8.056
1184414.833,-0.452,1.299,8.847
1184414.852,0.195,1.364,10.014
1184414.871,0.722,1.591,10.719
1184414.89,0.719,1.324,10.724
1184414.909,0.412,0.74,10.987
1184414.928,0.168,0.596,11.144
1184414.947,0.409,0.565,11.528
1184414.966,-0.113,0.545,10.83
1184414.985,-0.909,0.815,9.674
1184415.004,-1.33,1.094,9.744
1184415.023,-0.307,0.59,9.444
1184415.042,0.622,0.456,8.943
1184415.06,0.198,0.623,8.888
1184415.079,-0.428,0.571,8.823
1184415.098,-0.952,0.221,8.445
1184415.117,-1.103,0.068,9.718
1184415.135,-0.709,0.028,10.363
1184415.155,-0.938,-0.293,10.334
1184415.174,-2.104,-0.415,10.004
1184415.19,-2.835,-0.099,10.439
1184415.212,-2.619,-0.099,10.077
1184415.231,-1.814,-0.618,9.759
1184415.25,-0.97,-0.488,9.293
1184415.267,-0.262,-0.407,9.326
1184415.288,-0.105,-0.275,9.188
1184415.307,-0.545,-0.118,9.162
1184415.325,-0.934,-0.106,9.814
1184415.342,-0.911,-0.308,10.26
1184415.364,-1.245,-0.406,10.317
1184415.383,-2.001,-0.668,9.931
1184415.401,-2.469,-0.881,10.102
1184415.421,-1.836,-1.174,9.95
1184415.439,-1.223,-1.331,10.272
1184415.459,-0.871,-1.32,10.136
1184415.477,-0.842,-1.167,9.772
1184415.496,-1.078,-0.6,9.783
1184415.515,-1.25,-0.368,9.781
1184415.535,-1.037,-0.22,10.045
1184415.553,-0.72,-0.155,9.577
1184415.572,-0.736,0.103,10.268
1184415.591,-1.062,0.242,10.012
1184415.61,-1.525,0.041,10.587
1184415.629,-1.623,-0.26,9.749
1184415.648,-1.451,-0.553,9.57
1184415.667,-1.025,-0.899,9.984
